Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
Axonics Modulation Technologies,Health,GlobalData,United States of America,87,$1,,www.axonicsmodulation.com,1 949 3966322,1 949 3966321,26 Technology Drive,Irvine,California,United States of America
Axovant Sciences,Health,GlobalData,United Kingdom,45,,,www.axovant.com,44 203 3189708,,"Suite 1, 3rd Floor, 11-12 Street James's Square",London,Greater London,United Kingdom
Axsome Therapeutics,Health,GlobalData,United States of America,29,,info@axsome.com,axsome.com,1 212 3323241,1 302 6365454,"Floor 9, 25 Broadway",New York,New York,United States of America
Azitra,Health,JPM,,,,,,,,,,,
Basilea Pharmaceutica,Health,GlobalData,Switzerland,225,$108,info_basilea@basilea.com,www.basilea.com,41 61 6061111,41 61 6061112,Grenzacherstrasse 487,Basel,Zurich,Switzerland
Bastion Biologics,Health,JPM,,,,,,,,,,,
Bausch Health Companies,Health,GlobalData,Canada,"21,100","$8,380",,www.bauschhealth.com,1 514 7446792,1 514 7446272,2150 Saint-Elzear Blvd W,LAVAL,Quebec,Canada
Bavarian Nordic,Health,GlobalData,Denmark,419,$79,info@bavarian-nordic.com,www.bavarian-nordic.com,45 33268383,45 33268380,Hejreskovvej 10A,Helsingor,,Denmark
Baxter,Health,GlobalData,,,,,,,,,,,
Bayer AG,Health,GlobalData,,,,,,,,,,,
Bayer Pharmaceuticals,Health,JPM,,,,,,,,,,,
BBN Cardio Therapeutics,Health,JPM,,,,,,,,,,,
BCO Pharma,Health,JPM,,,,,,,,,,,
BD Biosciences,Health,GlobalData,,,,,,,,,,,
Beacon Discovery ,Health,JPM,,,,,,,,,,,
Beiersdorf,Health,GlobalData,Germany,"20,059","$8,536",,www.beiersdorf.com/,49 40 49090,49 40 49093434,Unnastrasse 48,Hamburg,,Germany
Beijing Koruns Pharmaceutical Co,Health,JPM,,,,,,,,,,,
Beijing SL Pharmaceutical Co,Health,GlobalData,China,657,$184,slpharm@slpharm.com.cn,www.slpharm.com.cn,86 10 88627635,86 10 88795883,"No.1 Building, Bitongyuan, No.69 Fu shi Road",,Beijing,China
Beijing Tiantan Biological Products,Health,GlobalData,China,"3,195",$443,ttsw@sinopharm.com,www.tiantanbio.com,86 10 65434018,86 10 65436770,"Zhongdan Center, No. 4",Beijing,Beijing,China
Beijing Tide Pharmaceutical ,Health,JPM,,,,,,,,,,,
Beijing Tong Ren Tang,Health,GlobalData,China,"17,139","$2,148",,www.tongrentanggf.com,86 10 67179817,,"Tongrentang Building, No. 42 Chongwai Street",Beijing,Beijing,China
Bell Biosystems ,Health,JPM,,,,,,,,,,,
Bellerophon Therapeutics,Health,GlobalData,United States of America,22,,,www.bellerophon.com,1 908 5744770,,"Suite 302, 184 Liberty Corner Road",Warren,New Jersey,United States of America
Bellicum Pharmaceuticals,Health,GlobalData,United States of America,173,$1,,www.bellicum.com,1 832 3841100,,"Suite 800, Life Science Plaza 2130 West Holcombe Boulevard",Houston,Texas,United States of America
Bemis Company,Health,GlobalData,United States of America,"15,700","$4,090",contactbemis@bemis.com,www.bemis.com,1 920 7274100,,2301 Industrial Drive,Neenah,Wisconsin,United States of America
Bergen Teknologieverforing,Health,GlobalData,,,,,,,,,,,
BerGenBio,Health,JPM,,,,,,,,,,,
Berggren ,Health,GlobalData,,,,,,,,,,,
BESINS Healthcare,Health,JPM,,,,,,,,,,,
Bessor Pharma,Health,JPM,,,,,,,,,,,
Beta Cat Pharmaceuticals,Health,JPM,,,,,,,,,,,
Betta Pharmaceuticals,Health,GlobalData,China,"1,160",$185,betta@bettapharma.com,www.bettapharma.com,86 571 86130357,,"No. 589, Hongfeng Road, Yuhang Economic and Technological Development Zone",Hangzhou,Zhejiang,China
BeyondSpring,Health,GlobalData,United States of America,38,,general@beyondspringpharma.com,www.beyondspringpharma.com,1 646 3056387,1 646 2199660,"39th Floor, 28 Liberty Street",New York City,New York,United States of America
Bio Techne,Health,GlobalData,United States of America,"2,000",$643,info@bio-techne.com,www.techne-corp.com,1 612 3798854,1 612 6564400,614 McKinley Place N.E.,Minneapolis,Minnesota,United States of America
Bio-Rad Loratories,Health,GlobalData,United States of America,"8,260","$2,289",,www.bio-rad.com,1 510 7247000,1 510 7415817,1000 Alfred Nobel Drive,Hercules,California,United States of America
BioBlocks,Health,JPM,,,,,,,,,,,
Biocartis Group,Health,GlobalData,Belgium,331,$33,info@biocartis.com,www.biocartis.com,32 15 632600,,Generaal de Wittelaan 11 B3,Mechelen,,Belgium
Biocodex ,Health,JPM,,,,,,,,,,,
Biocon ,Health,JPM,,,,,,,,,,,
BioCryst Pharmaceuticals,Health,GlobalData,United States of America,85,$21,info@biocryst.com,www.biocryst.com,1 919 8591302,1 919 8591314,"Suite 200, 4505 Emperor Blvd.",Durham,North Carolina,United States of America
BioEclipse Therapeutics,Health,JPM,,,,,,,,,,,
BioGaia,Health,GlobalData,Sweden,144,$85,info@biogaia.se,www.biogaia.com,46 8 55529300,46 8 55529301,Kungsbroplan 3A,,,Sweden
Biohaven Pharmaceutical  Co,Health,GlobalData,United States of America,63,,,www.biohavenpharma.com,1 203 4040410,,234 Church Street,New Haven,Connecticut,United States of America
BioIent International,Health,GlobalData,Sweden,61,$4,info@bioinvent.com,www.bioinvent.se/,46 46 2868550,46 46 2110806,"Gammahuset, Solvegatan 41",LUND,,Sweden
BioLineRx,Health,GlobalData,Israel,48,,info@BioLineRx.com,www.biolinerx.com,972 8 6429100,972 8 6429101,"Modi'in Technology Park, 2 HaMa'ayan Street",MODIIN,,Israel
Biological Mimetics,Health,JPM,,,,,,,,,,,
Biolotus Biotech ,Health,JPM,,,,,,,,,,,
BioMedT2 ,Health,GlobalData,,,,,,,,,,,
Biomm ,Health,JPM,,,,,,,,,,,
Bionix ,Health,JPM,,,,,,,,,,,
Bionomics,Health,GlobalData,Australia,140,$3,info@bionomics.com.au,www.bionomics.com.au,61 8 83546100,61 8 83546199,31 Dalgleish Street,Thebarton,South Australia,Australia
Biopharma Global,Health,JPM,,,,,,,,,,,
BioPharmX,Health,JPM,,,,,,,,,,,
Biophytis,Health,GlobalData,France,,,,ww.biophytis.com,33 1 44272300,,"14, avenue de l’Opera",Paris,Ile-de-France,France
BioSense Global ,Health,JPM,,,,,,,,,,,
Biosortia Pharmaceuticals,Health,JPM,,,,,,,,,,,
Biostart,Health,JPM,,,,,,,,,,,
BioTechnique,Health,JPM,,,,,,,,,,,
Biotest,Health,GlobalData,Germany,"1,663",$472,mail@biotest.de,www.biotest.com,49 6103 8010,49 6103 801150,Landsteinerstr. 5,Dreieich,Hessen,Germany
Biothera Pharmaceuticals ,Health,JPM,,,,,,,,,,,
BioTime,Health,GlobalData,United States of America,76,$5,info@biotimeinc.com,www.biotimeinc.com,1 510 5213390,,"Suite 102, 1010 Atlantic Avenue",Alameda,California,United States of America
Bioversys AG,Health,JPM,,,,,,,,,,,
BioXcel Therapeutics,Health,GlobalData,United States of America,18,,info@bioxceltherapeutics.com,www.bioxceltherapeutics.com,1 203 6438060,1 302 6365454,"5th Floor, 555 Long Wharf Drive",Branford,Connecticut,United States of America
Biozeus Biopharmaceutical,Health,JPM,,,,,,,,,,,
Blade Therapeutics,Health,JPM,,,,,,,,,,,
bluebird bio,Health,GlobalData,United States of America,827,$55,info@bluebirdbio.com,www.bluebirdbio.com,1 339 4999300,1 302 6365454,60 Binney Street,Cambridge,Massachusetts,United States of America
Blueprint Medicines,Health,GlobalData,United States of America,239,$45,info@blueprintmedicines.com,www.blueprintmedicines.com,1 617 3747580,,45 Sidney Street,Cambridge,Massachusetts,United States of America
Boehringer Ingelheim,Health,GlobalData,,,,,,,,,,,
Bone Therapeutics,Health,GlobalData,Belgium,87,$1,info@bonetherapeutics.com,www.bonetherapeutics.com,32 2 5295990,32 2 5295993,Rue Auguste Piccard 37,Gosselies,Hainaut,Belgium
Bonti ,Health,JPM,,,,,,,,,,,
Boost Biomes,Health,JPM,,,,,,,,,,,
Boryung Pharmaceutical,Health,GlobalData,South Korea,"1,144",$419,,www.boryung.co.kr,82 2 7088000,,"136 Boryung Building, Changgyeonggung-ro",Seoul City,,South Korea
Boston Scientific,Health,GlobalData,,,,,,,,,,,
BrainXell ,Health,JPM,,,,,,,,,,,
Briacell Therapeutics Corp,Health,JPM,,,,,,,,,,,
Bridge Therapeutics,Health,JPM,,,,,,,,,,,
BridgeBio,Health,JPM,,,,,,,,,,,
BRIM Biotechnology ,Health,JPM,,,,,,,,,,,
Bristol-Myers Squibb,Health,GlobalData,,,,,,,,,,,
Bruker,Health,GlobalData,United States of America,"6,870","$1,896",,www.bruker.com,1 978 6633660,1 978 6635585,40 MANNING RD,BILLERICA,Massachusetts,United States of America
BTG,Health,GlobalData,United Kingdom,"1,512",$813,info@btgplc.com,www.btgplc.com,44 20 75750000,44 20 75750010,5 Fleet Place,London,Greater London,United Kingdom
Bukwang Pharm,Health,GlobalData,South Korea,617,$177,,www.bukwang.co.kr,82 2 8288114,82 2 8288029,"7, Sangdo-ro",Seoul City,,South Korea
Bukwang Pharmaceutical,Health,JPM,,,,,,,,,,,
Cadila Healthcare ,Health,JPM,,,,,,,,,,,
Cairn Biosciences,Health,JPM,,,,,,,,,,,
Caladrius Biosciences ,Health,JPM,,,,,,,,,,,
Calithera Biosciences,Health,GlobalData,United States of America,79,$22,,www.calithera.com,1 650 8701000,1 302 6555049,"Suite 200, 343 Oyster Point Blvd",South San Francisco,California,United States of America
Calliditas Therapeutics,Health,GlobalData,Sweden,10,,,www.calliditas.seen,46 8 4113005,46 8 6113303,Wallingatan 26B,stockholm,,Sweden
Calypso Biotech SA,Health,JPM,,,,,,,,,,,
Camargo Pharmaceutical Services,Health,JPM,,,,,,,,,,,
Cambrex,Health,GlobalData,United States of America,"1,732",$532,,www.cambrex.com,1 201 8043000,1 201 8049852,One Meadowlands Plaza,East Rutherford,New Jersey,United States of America
Camtech Diagnostics,Health,JPM,,,,,,,,,,,
Camurus,Health,GlobalData,Sweden,94,$6,info@camurus.com,www.camurus.com,46 46 2865730,46 46 2865739,Solvegatan 41 A,Lund,,Sweden
Can-Fite BioPharma ,Health,JPM,,,,,,,,,,,
Cancer Therapeutics CRC,Health,JPM,,,,,,,,,,,
Cantex Pharmaceuticals,Health,JPM,,,,,,,,,,,
Capella Biosciences ,Health,JPM,,,,,,,,,,,
Capricor Therapeutics,Health,GlobalData,United States of America,18,$2,,www.capricor.com,1 310 3583200,,"2nd Floor
 
 , 8840 Wilshire Boulevard",Beverly Hills,California,United States of America
Cara Therapeutics,Health,GlobalData,United States of America,55,$13,,www.caratherapeutics.com,1 203 4063700,,"9th Floor, 4 Stamford Plaza, 107 Elm Street",Stamford,Connecticut,United States of America
Cardiovascular Systems,Health,GlobalData,United States of America,652,$217,info@csi360.com,csi360.com,1 651 2591600,1 612 6773355,1225 Old Highway 8 Northwest,St. Paul,Minnesota,United States of America
CareDx,Health,GlobalData,United States of America,227,$77,customercare@caredx.com,www.caredxinc.com,1 415 2872300,1 415 2872450,3260 Bayshore Boulevard,Brisbane,California,United States of America
Caribou Biosciences,Health,JPM,,,,,,,,,,,
Carmot Therapeutics ,Health,JPM,,,,,,,,,,,
Carna Biosciences ,Health,JPM,,,,,,,,,,,
Carrick Therapeutics,Health,JPM,,,,,,,,,,,
Carsgen Therapeutics Corporation,Health,JPM,,,,,,,,,,,
Cary Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Cascadian Therapeutics,Health,GlobalData,United States of America,57,,,www.cascadianrx.com,1 206 8012100,1 206 8012101,"Suite 500, 2601 4th Avenue",Seattle,Washington,United States of America
Cassiopea,Health,GlobalData,Italy,8,,info@cassiopea.com,www.cassiopea.com,39 028 6891124,,Via Cristoforo Colombo 1,Milan,Lombardia,Italy
Catalyst Biosciences,Health,GlobalData,United States of America,21,$0,,www.catalystbiosciences.com,1 650 8710761,,"Suite 710, 611 Gateway Boulevard",South San Francisco,California,United States of America
Catalyst Pharmaceuticals,Health,GlobalData,United States of America,51,$1,info@catalystpharma.com,www.catalystpharma.com,1 305 5292522,1 302 6365454,"Suite 1250, 355 Alhambra Cir",Coral Gables,Florida,United States of America
Catalytic Data Science,Health,JPM,,,,,,,,,,,
Catasis Pharmaceuticals,Health,GlobalData,United States of America,24,,info@catabasis.com,www.catabasis.com,1 617 3491971,1 617 2732637,"Suite B14202, One Kendall Square, Building 1400E",Cambridge,Massachusetts,United States of America
Caventure Drug Discovery ,Health,JPM,,,,,,,,,,,
Cavion,Health,JPM,,,,,,,,,,,
Cayuga Biotech,Health,JPM,,,,,,,,,,,
CbsBioscience,Health,JPM,,,,,,,,,,,
CBT Pharmaceuticals,Health,JPM,,,,,,,,,,,
CelaCare Technologies ,Health,JPM,,,,,,,,,,,
Celanese,Health,GlobalData,United States of America,"7,684","$7,155",,www.celanese.com,1 972 4434000,1 302 6555049,"Suite 900N, 222 W. Las Colinas Blvd.",Irving,Texas,United States of America
Celgene,Health,GlobalData,,,,,,,,,,,
Cell Machines ,Health,JPM,,,,,,,,,,,
Cell Medica ,Health,JPM,,,,,,,,,,,
Celldex Therapeutics,Health,GlobalData,United States of America,137,$10,info@celldex.com,www.celldex.com,1 908 2007500,1 908 4541911,"Suite 220, Perryville III Building, 53 Frontage Road",Hampton,New Jersey,United States of America
Cellectis,Health,GlobalData,France,149,$21,,www.cellectis.com,33 1 81691600,33 1 81691606,8 Rue de la Croix-Jarry,Paris,Ile-de-France,France
Cellivery Therapeutics ,Health,JPM,,,,,,,,,,,
CellMedics ,Health,JPM,,,,,,,,,,,
Cellmid Limited,Health,JPM,,,,,,,,,,,
Celltrion,Health,GlobalData,South Korea,"1,074",$893,contact@celltrion.com,www.celltrion.com,82 2 16618722,82 32 8505040,"23, Academy-ro, Yeonsu-gu",Incheon,,South Korea
Cellular Biomedicine Group,Health,GlobalData,United States of America,193,$0,info@cellbiomedgroup.com,www.cellbiomedgroup.com,1 408 9737884,1 408 9737846,"Suite 100
 
 , 19925 Stevens Creek Boulevard",Cupertino,California,United States of America
Celsion,Health,GlobalData,United States of America,29,$1,celsion@celsion.com,celsion.com,1 609 8969100,1 609 8962200,"Suite 100, 997 Lenox Drive",Lawrenceville,New Jersey,United States of America
Celyad,Health,GlobalData,Belgium,96,$4,info@celyad.com,www.celyad.com,32 10 394100,32 10 394141,"Axis Business Park
 
 , Rue Edouard Belin 2",Mont-Saint-Guibert,Brabant Wallon,Belgium
Center Loratories,Health,GlobalData,Taiwan,322,$718,center@centerlab.com.tw,www.centerlab.com.tw,886 2 26558680,886 2 26558380,"No.3-2, 7th Floor, Yuanqu Street",Taipei City,Taipei,Taiwan
CENTOGENE,Health,JPM,,,,,,,,,,,
Central Life Sciences,Health,GlobalData,,,,,,,,,,,
Centrexion Therapeutics,Health,GlobalData,United States of America,14,,,centrexion.com,1 617 8376911,,"6th Floor, 200 State Street",Boston,Massachusetts,United States of America
Centrose,Health,JPM,,,,,,,,,,,
Certerra ,Health,GlobalData,,,,,,,,,,,
Cerus,Health,GlobalData,United States of America,240,$76,,www.cerus.com,1 925 2886000,1 925 2886001,2550 Stanwell Drive,Concord,California,United States of America
Cetylite Industries,Health,JPM,,,,,,,,,,,
CG Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Changchun High-tech Industrial,Health,GlobalData,China,"5,072",$813,,www.cchn.com.cn,86 431 85666376,86 431 85675390,"5th Floor, Torch Building, 2400 Tongzhi Street",Changchun,Jilin,China
CharlestonPharma,Health,JPM,,,,,,,,,,,
Charsire Biotechnology Corp,Health,JPM,,,,,,,,,,,
Checkpoint Therapeutics,Health,GlobalData,United States of America,7,$4,info@checkpointtx.com,www.checkpointtx.com,1 212 5544366,1 302 5313150,2 Gansevoort St Fl 9,NEW YORK,New York,United States of America
ChemoCentryx,Health,GlobalData,United States of America,76,$43,info@chemocentryx.com,www.chemocentryx.com,1 650 2102900,1 650 2102910,850 Maude Avenue,Mountain View,California,United States of America
Chemveda Life Sciences ,Health,JPM,,,,,,,,,,,
Chengdu Kanghong Pharmaceuticals Group,Health,GlobalData,China,"4,382",$441,,www.cnkh.com,86 28 87509966,86 28 87505658,"No. 36, West Road",Chengdu,Sichuan,China
Chengzhi,Health,GlobalData,China,"4,424",$887,web@thcz.com.cn,www.chengzhi.com.cn,86 791 83826890,,"9F, Huajiang Building, TusPark , Economic and Technological Development Zone",Nanchang,Jiangxi,China
Chiasma,Health,GlobalData,United States of America,18,,,www.chiasmapharma.com,1 844 3042462,,"Suite 530, 460 Totten Pond Road",Waltham,Massachusetts,United States of America
Chimera Bioengineering,Health,JPM,,,,,,,,,,,
Chimerix,Health,GlobalData,United States of America,82,$7,,www.chimerix.com,1 919 8061074,1 919 8061146,"Suite 100, 2505 Meridian Parkway",Durham,North Carolina,United States of America
Chimeron Bio,Health,JPM,,,,,,,,,,,
China Baoan Group,Health,GlobalData,China,"13,620","$1,046",,www.chinabaoan.com,86 755 25170336,86 755 25170367,"No. 28-29, Block A, Baoan Plaza, No. 1002, Sungang East Road",Shenzhen,Shenzhen,China
China Chemical & Pharmaceutical,Health,GlobalData,Taiwan,"1,401",$252,info@ccpc.com.tw,www.ccpc.com.tw,886 2 23124200,886 2 23615143,"No. 23, Hsiang Yang Road, Zhongzheng District",Taipei City,Taipei,Taiwan
China Grand,Health,JPM,,,,,,,,,,,
China Meheco,Health,GlobalData,China,"8,610","$4,688",meheco@meheco.com.cn,www.meheco.com,86 10 67116688,86 10 67121579,"No. 18 Guangming Zhongjie, Dongcheng District",Beijing,Beijing,China
China Resources Double-Crane Pharmaceutical,Health,GlobalData,China,"12,010","$1,243",,www.dcpc.com,86 10 64742227,,"No. 1, East 2nd Road",Beijing,Beijing,China
China Resources Pharmaceutical Group,Health,GlobalData,Hong Kong,"62,000","$24,204",pub@crpharm.com,www.crpharm.com,852 25938991,852 25938992,"Room 4105, 41st Floor, China Resources Building, 26 Harbour Road",Hong Kong City,,Hong Kong
China Resources Sanjiu,Health,GlobalData,China,"15,044","$2,030",000999@999.com.cn,www.999.com.cn,86 755 83360999,86 755 83360999,"Guanlan Hi-tech Park, No. 1 Guanqing Road",Shenzen,Guangdong,China
China Shineway Pharmaceutical Group,Health,GlobalData,Hong Kong,"3,649",$389,,www.shineway.com.hk,852 3 5210816,852 3 5210821,"31st Floor, Suite 3109, Central Plaza, 18 Harbour Road",Hong Kong City,,Hong Kong
Chiome Bioscience ,Health,JPM,,,,,,,,,,,
Chiral Logic,Health,JPM,,,,,,,,,,,
CHO Plus ,Health,JPM,,,,,,,,,,,
Chong Kun Dang Pharmaceutical,Health,GlobalData,South Korea,"1,904",$870,,www.ckdpharm.com,82 2 21940300,82 2 21940369,"8, Chungjeong-ro, Seodaemun-gu",Seodaemun-gu,,South Korea
Chongqing Zhifei Biological Products,Health,GlobalData,China,"1,811",$790,,www.zhifeishengwu.com,86 23 86358226,86 23 86358685,"No. 7, 25th Floor, Jinyuan Road",Chongqing City,Chongqing,China
Church & Dwight,Health,GlobalData,United States of America,"4,700","$4,146",,www.churchdwight.com,1 609 8061200,,500 Charles Ewing Boulevard,Ewing,New Jersey,United States of America
